,superkingdom,phylum,class,order,family,genus,species,tax_id,1,10,11,12,13,14,15,16,17,18,19,2,20,21,3,4,5,6,7,8,9
0,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium carboxidum,1401547,0.000481958,,,,,,,,0.000476613,0.000621094,,0.000707727,,0.00044563,0.000495251,,0.000497606,0.00062822,,,
1,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces coeruleorubidus,116188,0.000587952,0.00025364,0.000404134,,,,,,,0.000483594,,,,,0.000374398,0.000320197,,,0.000429574,,
2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,Sphingoaurantiacus polygranulatus,1597969,0.01328159,0.010512017,0.017415637,0.023409759,0.02035276,0.01297599,0.005557397,0.00846039,0.006225236,0.006412184,0.00519575,0.007597464,0.009352019,0.009296751,0.00469221,0.004270297,0.012704828,0.007108654,0.003532605,0.013310837,0.006545036
3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas montis,2707068,0.010085722,0.013148008,0.015112859,0.015610401,0.015648815,0.014630243,0.019380842,0.007656621,0.00726243,0.008025774,0.01003044,0.008182778,0.016149354,0.00858418,0.01062224,0.004265242,0.004648135,0.011666656,0.002434023,0.012821217,0.004962872
4,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Lewinellaceae,Flavilitoribacter,Flavilitoribacter nigricans,70997,0.000828478,0.000431188,,,,0.001696038,0.000384152,0.001388019,0.00235848,0.001210104,0.001027327,0.002026354,0.000871236,0.000568211,0.00031198,0.00049081,0.00027186,0.003265973,,,0.001011953
5,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter brassicae,1705717,0.000867034,0.000403581,0.000375066,0.00035653,,,0.000332932,0.000431831,0.000427169,0.000514625,0.000316076,0.000608505,0.000377174,0.000439748,0.00060001,0.000809811,0.000750574,0.000641417,0.000619372,0.000245798,0.00114247
6,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,Ammoniphilus resinae,861532,0.022415264,0.027305598,0.019035697,0.02909823,0.025769679,0.021637106,0.026499008,0.023702593,0.020198581,0.021507969,0.015242975,0.020853999,0.026888091,0.027517513,0.010589961,0.014270067,0.021943038,0.019427689,0.015349559,0.02262489,0.024432975
7,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter phytolaccae,1404360,0.014459104,0.00901044,0.006626571,0.004463867,0.005000864,0.007836308,0.004777922,0.009882537,0.008758724,0.006539289,0.008750846,0.007403699,0.005826547,0.009656606,0.014753402,0.018881159,0.010260456,0.005514016,0.018482628,0.004549523,0.012453904
8,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,Tepidisphaera mucosa,1546155,0.009214124,0.006839574,0.011845576,0.009927826,0.014812316,0.008888534,0.012827104,0.009848101,0.009367151,0.011045697,0.009874537,0.008439803,0.012817299,0.010575871,0.010488348,0.008451631,0.007931006,0.008008942,0.008912881,0.009155809,0.009478184
9,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoflavimicrobium,Thermoflavimicrobium dichotomicum,46223,0.006974738,0.004129868,0.009960256,0.004941944,0.007836824,0.009710833,0.006522362,0.002867427,0.005212947,0.00634446,0.004577325,0.007308789,0.005582884,0.009592673,0.00523014,0.003812099,0.009885576,0.004493652,0.00422003,0.009343869,0.00582154
10,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina globispora,1459,0.000454327,,,,,,0.000307322,0.000326593,0.000398604,,0.000352226,0.000338368,,0.000671521,,0.000368107,0.000395433,0.000811587,0.0005489,0.000239712,0.000523187
11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Fictibacillus phosphorivorans,1221500,0.020912288,0.022007175,0.030274671,0.028045338,0.024987122,0.030909343,0.02401552,0.016494824,0.016749991,0.016560948,0.012442464,0.028767907,0.020971094,0.01814622,0.014432357,0.015692,0.023012534,0.01817619,0.017962784,0.030748301,0.016372641
12,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter spartanus,1933902,0.009376649,0.00951161,0.001814673,0.001206868,0.001242507,0.007822676,0.001716878,0.030761422,0.017847914,0.013972228,0.014612713,0.009607535,0.00171683,0.012188136,0.019514056,0.024700489,0.009358506,0.005798374,0.022299266,0.001802355,0.014679053
13,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas rosea,335605,0.000374152,,,,,,,,,0.000332781,0.000951599,0.000338711,,,0.000467402,,0.000265549,,,,0.000428062
14,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Candidatus Nitrososphaera evergladensis,1459637,0.013870241,0.013912402,0.004869475,0.002006242,0.002093637,0.013691203,0.005185595,0.027552326,0.022717194,0.020329641,0.016882694,0.015491208,0.005435345,0.016858779,0.024715823,0.028143242,0.018457506,0.010475429,0.027938484,0.004834446,0.028686699
15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas wooponensis,1428345,0.000293976,,,,,,,,,,,,,,,,,,,,
16,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus luteolus,682179,0.006292988,0.008446203,0.009756981,0.016413404,0.009743793,0.009010185,0.010449362,0.00408241,0.004328634,0.004689155,0.003140685,0.00812084,0.008890907,0.005811251,0.004055835,0.003901937,0.003039902,0.005825515,0.002458117,0.009242129,0.002901308
17,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,Flaviaesturariibacter luteus,1789691,0.003180715,0.0027849,0.009798365,0.005039651,0.003044352,0.006972614,0.007883047,0.00379141,0.005607932,0.003903996,0.005963303,0.004323211,0.005903355,0.004002314,0.002933097,0.002874585,0.003592248,0.00567703,0.002968177,0.003136984,0.0039489
18,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosocosmicus,Candidatus Nitrosocosmicus franklandus,1798806,0.009693069,0.005170915,0.001731992,0.000572902,0.000831191,0.012396756,0.001126986,0.008875903,0.016175956,0.015324677,0.011860856,0.013459828,0.001459434,0.008574039,0.008974735,0.016198093,0.010987594,0.016835351,0.014000167,0.001342174,0.009386721
19,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Parviterribacteraceae,Parviterribacter,Parviterribacter multiflagellatus,1640866,0.005487608,0.004720991,0.00513022,0.006937982,0.00666553,0.005338211,0.004014949,0.003165859,0.002963263,0.00184626,0.003275378,0.003421609,0.004203938,0.004288659,0.004300489,0.003619392,0.005253669,0.002771906,0.003995525,0.005497016,0.003071545
20,Bacteria,Acidobacteria,Vicinamibacteria,,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,1612172,0.009870167,0.012400103,0.005806151,0.007620552,0.009565251,0.010640666,0.007068442,0.012363065,0.013162948,0.015681428,0.006336373,0.008150223,0.00546977,0.00661929,0.010623455,0.013823856,0.010593986,0.010645234,0.010432422,0.006839335,0.013145476
21,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella rhizosphaerae,1457232,0.000561227,0.000993737,0.000606201,0.000603434,0.000728744,0.001219027,0.000614644,0.000489889,0.000569557,0.0008342,0.000410931,0.000707496,0.000666239,0.000723178,0.000769551,0.000638052,0.000889724,0.00055702,0.000525035,0.000980165,0.000570749
22,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora zhanjiangensis,1522057,0.009977144,0.009992875,0.011202171,0.01258692,0.011908396,0.013967852,0.005586693,0.003436092,0.00362471,0.008042397,0.004769536,0.012583457,0.005331554,0.008718866,0.007940028,0.006827093,0.011562151,0.005360462,0.015108333,0.015285472,0.004471191
23,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus fulvus,1125967,0.000347426,0.000329732,,0.000417851,0.000570462,0.000423087,0.000435373,,0.00057803,,,,0.000512492,0.000852316,0.000332779,,0.000518536,0.000298792,0.000429635,0.000559348,0.000401642
24,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Nitrososphaera viennensis,1034015,0.020967493,0.020370625,0.007196542,0.002629315,0.003423855,0.020666881,0.007503792,0.044324286,0.038446141,0.032788933,0.02780193,0.028667828,0.007376987,0.028481825,0.035613924,0.045472304,0.030338034,0.016752099,0.047697524,0.007840139,0.050199668
25,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Polycladomyces,Polycladomyces subterraneus,1016997,0.001791161,0.001742165,0.004332688,0.003230604,0.004302041,0.003758384,0.004391673,0.001117839,0.00306748,0.002387707,0.00100924,0.004444948,0.003078421,0.003383234,0.0025155,0.002254245,0.001974994,0.00294624,0.002013022,0.003603491,0.002735155
