,superkingdom,phylum,class,order,family,genus,species,tax_id,1,10,11,12,13,14,15,16,17,18,19,2,20,21,3,4,5,6,7,8,9
0,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp,151,0.001406337,0.000413451,0.000271355,0.000480527,0.000318734,,0.000375123,0.001438586,0.000370459,0.000543807,0.000207129,0.000510869,,0.00143665,0.001806942,0.006249286,0.000438167,0.000426523,0.002796974,0.000408029,0.000938263
1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Triangularia,Triangularia_backusii,15331,0.001686108,0.00236857,0.004406558,0.002897477,0.003184659,0.001621179,0.001540391,0.001050777,0.001101555,0.001373546,0.001214814,0.002086729,0.004514481,0.002539632,0.001361394,0.001489742,0.001700785,0.001775701,0.001572666,0.003043241,0.000494124
2,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,Conlarium_sp,1231,0.039081266,0.053422354,0.135224785,0.072941197,0.080614019,0.017037149,0.040076912,0.016828923,0.028552663,0.018985793,0.030003632,0.056466824,0.146462159,0.03294887,0.030135981,0.034227582,0.034429633,0.043795243,0.026121703,0.088046708,0.013998407
3,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_jensenii,22433,0.043646353,0.000643146,0.000483953,0.000960594,,0.018192517,,,0.035110878,0.012236146,0.021561796,0.040452153,0.000373434,,0.004521405,0.001584643,0.023764138,0.011591947,0.001992107,,0.035667798
4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_fischeri,14244,0.013304113,,0.019230192,0.005239603,0.011696093,0.003187368,0.00869913,,0.008715433,0.007316886,0.00374067,0.009167886,0.006951626,0.004126547,0.003251563,0.017385793,0.030012284,0.01304357,0.004401612,0.014683437,0.01151706
5,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp,124,0.041328273,0.014955257,0.009243581,0.004607213,0.028108866,0.013115933,0.061157964,0.014384546,0.032943834,0.019012583,0.050494466,0.018770559,0.010123051,0.022013718,0.028122672,0.031743104,0.013640884,0.012751186,0.027172346,0.05182833,0.018287573
6,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_restrictum,11727,0.019679462,0.016905549,0.024312277,0.003689554,0.038721397,0.012087481,0.008949105,0.022172493,0.011757612,0.003048524,0.00860354,0.012343579,0.016718373,0.016261871,0.05954786,0.071625844,0.009552251,0.003429197,0.053795714,0.022372921,0.020747962
7,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp,233,0.10845016,0.122291854,0.345686496,0.179280569,0.227296105,0.047116089,0.106360391,0.103924596,0.077010437,0.069782664,0.080983689,0.109115185,0.397267966,0.098200573,0.100952905,0.086337673,0.100810115,0.110231171,0.060407564,0.222253656,0.039339154
8,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,unidentified,unidentified,Spizellomycetales_sp,125,0.004914309,,0.001031584,0.001528217,0.001147301,0.000294219,0.00219978,0.000319686,0.000877025,0.000674422,0.007549281,0.001720113,0.001407561,0.000580773,0.012352092,0.000452755,0.000953107,0.001115015,0.000341504,0.000425047,0.002480266
9,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_flocculosus,8830,0.112930945,0.367443036,,,,0.00178983,,0.068160141,0.000822211,0.013770919,0.000765137,0.010438875,,0.118232848,0.010312661,0.203525467,0.059897488,,0.310810034,,
10,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Cephalotrichum,Cephalotrichum_asperulum,15693,0.045785927,0.004800625,0.004647631,,0.009847664,,0.001224878,,0.001808863,0.000315365,0.016407967,0.002154928,0.001091578,0.000580773,0.00026936,0.000362204,0.005337398,,0.004363718,0.001564945,0.000927404
